Local Government District 1993 Code,Local Government District 1993 Label,Religion - 8 Categories Code,Religion - 8 Categories Label,Age - 19 Categories Code,Age - 19 Categories Label,Sex Code,Sex Label,Count
95BB,Ards,3,Church of Ireland,12,55-59 years,2,Male,453
95BB,Ards,3,Church of Ireland,13,60-64 years,1,Female,538
95BB,Ards,3,Church of Ireland,13,60-64 years,2,Male,480
95BB,Ards,3,Church of Ireland,14,65-69 years,1,Female,437
95BB,Ards,3,Church of Ireland,14,65-69 years,2,Male,426
95BB,Ards,3,Church of Ireland,15,70-74 years,1,Female,510
95BB,Ards,3,Church of Ireland,15,70-74 years,2,Male,420
95BB,Ards,3,Church of Ireland,16,75-79 years,1,Female,386
95BB,Ards,3,Church of Ireland,16,75-79 years,2,Male,324
95BB,Ards,3,Church of Ireland,17,80-84 years,1,Female,253
95BB,Ards,3,Church of Ireland,17,80-84 years,2,Male,186
95BB,Ards,3,Church of Ireland,18,85-89 years,1,Female,168
95BB,Ards,3,Church of Ireland,18,85-89 years,2,Male,92
95BB,Ards,3,Church of Ireland,19,90+ years,1,Female,101
95BB,Ards,3,Church of Ireland,19,90+ years,2,Male,25
95BB,Ards,4,Methodist Church in Ireland,1,0-4 years,1,Female,35
95BB,Ards,4,Methodist Church in Ireland,1,0-4 years,2,Male,37
95BB,Ards,4,Methodist Church in Ireland,2,5-9 years,1,Female,53
95BB,Ards,4,Methodist Church in Ireland,2,5-9 years,2,Male,50
95BB,Ards,4,Methodist Church in Ireland,3,10-14 years,1,Female,51
95BB,Ards,4,Methodist Church in Ireland,3,10-14 years,2,Male,65
95BB,Ards,4,Methodist Church in Ireland,4,15-19 years,1,Female,61
95BB,Ards,4,Methodist Church in Ireland,4,15-19 years,2,Male,67
95BB,Ards,4,Methodist Church in Ireland,5,20-24 years,1,Female,43
95BB,Ards,4,Methodist Church in Ireland,5,20-24 years,2,Male,61
95BB,Ards,4,Methodist Church in Ireland,6,25-29 years,1,Female,41
95BB,Ards,4,Methodist Church in Ireland,6,25-29 years,2,Male,50
95BB,Ards,4,Methodist Church in Ireland,7,30-34 years,1,Female,58
95BB,Ards,4,Methodist Church in Ireland,7,30-34 years,2,Male,49
95BB,Ards,4,Methodist Church in Ireland,8,35-39 years,1,Female,67
95BB,Ards,4,Methodist Church in Ireland,8,35-39 years,2,Male,62
95BB,Ards,4,Methodist Church in Ireland,9,40-44 years,1,Female,71
95BB,Ards,4,Methodist Church in Ireland,9,40-44 years,2,Male,75
95BB,Ards,4,Methodist Church in Ireland,10,45-49 years,1,Female,104
95BB,Ards,4,Methodist Church in Ireland,10,45-49 years,2,Male,74
95BB,Ards,4,Methodist Church in Ireland,11,50-54 years,1,Female,116
95BB,Ards,4,Methodist Church in Ireland,11,50-54 years,2,Male,98
95BB,Ards,4,Methodist Church in Ireland,12,55-59 years,1,Female,138
95BB,Ards,4,Methodist Church in Ireland,12,55-59 years,2,Male,121
95BB,Ards,4,Methodist Church in Ireland,13,60-64 years,1,Female,146
95BB,Ards,4,Methodist Church in Ireland,13,60-64 years,2,Male,105
95BB,Ards,4,Methodist Church in Ireland,14,65-69 years,1,Female,147
95BB,Ards,4,Methodist Church in Ireland,14,65-69 years,2,Male,115
95BB,Ards,4,Methodist Church in Ireland,15,70-74 years,1,Female,131
95BB,Ards,4,Methodist Church in Ireland,15,70-74 years,2,Male,111
95BB,Ards,4,Methodist Church in Ireland,16,75-79 years,1,Female,105
95BB,Ards,4,Methodist Church in Ireland,16,75-79 years,2,Male,97
95BB,Ards,4,Methodist Church in Ireland,17,80-84 years,1,Female,58
95BB,Ards,4,Methodist Church in Ireland,17,80-84 years,2,Male,60
95BB,Ards,4,Methodist Church in Ireland,18,85-89 years,1,Female,57
95BB,Ards,4,Methodist Church in Ireland,18,85-89 years,2,Male,31
95BB,Ards,4,Methodist Church in Ireland,19,90+ years,1,Female,38
95BB,Ards,4,Methodist Church in Ireland,19,90+ years,2,Male,14
95BB,Ards,5,Other Christian (including Christian related),1,0-4 years,1,Female,233
95BB,Ards,5,Other Christian (including Christian related),1,0-4 years,2,Male,240
95BB,Ards,5,Other Christian (including Christian related),2,5-9 years,1,Female,229
95BB,Ards,5,Other Christian (including Christian related),2,5-9 years,2,Male,290
95BB,Ards,5,Other Christian (including Christian related),3,10-14 years,1,Female,270
95BB,Ards,5,Other Christian (including Christian related),3,10-14 years,2,Male,261
95BB,Ards,5,Other Christian (including Christian related),4,15-19 years,1,Female,249
95BB,Ards,5,Other Christian (including Christian related),4,15-19 years,2,Male,248
95BB,Ards,5,Other Christian (including Christian related),5,20-24 years,1,Female,210
95BB,Ards,5,Other Christian (including Christian related),5,20-24 years,2,Male,213
95BB,Ards,5,Other Christian (including Christian related),6,25-29 years,1,Female,232
95BB,Ards,5,Other Christian (including Christian related),6,25-29 years,2,Male,182
95BB,Ards,5,Other Christian (including Christian related),7,30-34 years,1,Female,269
95BB,Ards,5,Other Christian (including Christian related),7,30-34 years,2,Male,226
95BB,Ards,5,Other Christian (including Christian related),8,35-39 years,1,Female,298
95BB,Ards,5,Other Christian (including Christian related),8,35-39 years,2,Male,237
95BB,Ards,5,Other Christian (including Christian related),9,40-44 years,1,Female,290
95BB,Ards,5,Other Christian (including Christian related),9,40-44 years,2,Male,240
95BB,Ards,5,Other Christian (including Christian related),10,45-49 years,1,Female,314
95BB,Ards,5,Other Christian (including Christian related),10,45-49 years,2,Male,271
95BB,Ards,5,Other Christian (including Christian related),11,50-54 years,1,Female,356
95BB,Ards,5,Other Christian (including Christian related),11,50-54 years,2,Male,310
95BB,Ards,5,Other Christian (including Christian related),12,55-59 years,1,Female,319
95BB,Ards,5,Other Christian (including Christian related),12,55-59 years,2,Male,300
95BB,Ards,5,Other Christian (including Christian related),13,60-64 years,1,Female,302
95BB,Ards,5,Other Christian (including Christian related),13,60-64 years,2,Male,257
95BB,Ards,5,Other Christian (including Christian related),14,65-69 years,1,Female,248
95BB,Ards,5,Other Christian (including Christian related),14,65-69 years,2,Male,222
95BB,Ards,5,Other Christian (including Christian related),15,70-74 years,1,Female,251
95BB,Ards,5,Other Christian (including Christian related),15,70-74 years,2,Male,235
95BB,Ards,5,Other Christian (including Christian related),16,75-79 years,1,Female,209
95BB,Ards,5,Other Christian (including Christian related),16,75-79 years,2,Male,188
95BB,Ards,5,Other Christian (including Christian related),17,80-84 years,1,Female,126
95BB,Ards,5,Other Christian (including Christian related),17,80-84 years,2,Male,105
95BB,Ards,5,Other Christian (including Christian related),18,85-89 years,1,Female,69
95BB,Ards,5,Other Christian (including Christian related),18,85-89 years,2,Male,56
95BB,Ards,5,Other Christian (including Christian related),19,90+ years,1,Female,38
95BB,Ards,5,Other Christian (including Christian related),19,90+ years,2,Male,11
95BB,Ards,6,Other religions,1,0-4 years,1,Female,22
95BB,Ards,6,Other religions,1,0-4 years,2,Male,17
95BB,Ards,6,Other religions,2,5-9 years,1,Female,34
95BB,Ards,6,Other religions,2,5-9 years,2,Male,28
95BB,Ards,6,Other religions,3,10-14 years,1,Female,28
95BB,Ards,6,Other religions,3,10-14 years,2,Male,30
95BB,Ards,6,Other religions,4,15-19 years,1,Female,31
95BB,Ards,6,Other religions,4,15-19 years,2,Male,22
95BB,Ards,6,Other religions,5,20-24 years,1,Female,25
95BB,Ards,6,Other religions,5,20-24 years,2,Male,30
95BB,Ards,6,Other religions,6,25-29 years,1,Female,29
95BB,Ards,6,Other religions,6,25-29 years,2,Male,21
95BB,Ards,6,Other religions,7,30-34 years,1,Female,33
95BB,Ards,6,Other religions,7,30-34 years,2,Male,30
95BB,Ards,6,Other religions,8,35-39 years,1,Female,41
95BB,Ards,6,Other religions,8,35-39 years,2,Male,29
95BB,Ards,6,Other religions,9,40-44 years,1,Female,42
95BB,Ards,6,Other religions,9,40-44 years,2,Male,33
95BB,Ards,6,Other religions,10,45-49 years,1,Female,30
95BB,Ards,6,Other religions,10,45-49 years,2,Male,29
95BB,Ards,6,Other religions,11,50-54 years,1,Female,37
95BB,Ards,6,Other religions,11,50-54 years,2,Male,34
95BB,Ards,6,Other religions,12,55-59 years,1,Female,26
95BB,Ards,6,Other religions,12,55-59 years,2,Male,19
95BB,Ards,6,Other religions,13,60-64 years,1,Female,19
95BB,Ards,6,Other religions,13,60-64 years,2,Male,20
95BB,Ards,6,Other religions,14,65-69 years,1,Female,23
95BB,Ards,6,Other religions,14,65-69 years,2,Male,16
95BB,Ards,6,Other religions,15,70-74 years,1,Female,13
95BB,Ards,6,Other religions,15,70-74 years,2,Male,20
95BB,Ards,6,Other religions,16,75-79 years,1,Female,20
95BB,Ards,6,Other religions,16,75-79 years,2,Male,12
95BB,Ards,6,Other religions,17,80-84 years,1,Female,6
95BB,Ards,6,Other religions,17,80-84 years,2,Male,8
95BB,Ards,6,Other religions,18,85-89 years,1,Female,3
95BB,Ards,6,Other religions,18,85-89 years,2,Male,1
95BB,Ards,6,Other religions,19,90+ years,1,Female,3
95BB,Ards,6,Other religions,19,90+ years,2,Male,2
95BB,Ards,7,No religion,1,0-4 years,1,Female,835
95BB,Ards,7,No religion,1,0-4 years,2,Male,894
95BB,Ards,7,No religion,2,5-9 years,1,Female,850
95BB,Ards,7,No religion,2,5-9 years,2,Male,865
95BB,Ards,7,No religion,3,10-14 years,1,Female,739
95BB,Ards,7,No religion,3,10-14 years,2,Male,869
95BB,Ards,7,No religion,4,15-19 years,1,Female,710
95BB,Ards,7,No religion,4,15-19 years,2,Male,758
95BB,Ards,7,No religion,5,20-24 years,1,Female,715
95BB,Ards,7,No religion,5,20-24 years,2,Male,776
95BB,Ards,7,No religion,6,25-29 years,1,Female,913
95BB,Ards,7,No religion,6,25-29 years,2,Male,910
95BB,Ards,7,No religion,7,30-34 years,1,Female,908
95BB,Ards,7,No religion,7,30-34 years,2,Male,981
95BB,Ards,7,No religion,8,35-39 years,1,Female,782
95BB,Ards,7,No religion,8,35-39 years,2,Male,839
95BB,Ards,7,No religion,9,40-44 years,1,Female,735
95BB,Ards,7,No religion,9,40-44 years,2,Male,755
95BB,Ards,7,No religion,10,45-49 years,1,Female,693
95BB,Ards,7,No religion,10,45-49 years,2,Male,829
95BB,Ards,7,No religion,11,50-54 years,1,Female,700
95BB,Ards,7,No religion,11,50-54 years,2,Male,768
95BB,Ards,7,No religion,12,55-59 years,1,Female,649
95BB,Ards,7,No religion,12,55-59 years,2,Male,758
95BB,Ards,7,No religion,13,60-64 years,1,Female,532
95BB,Ards,7,No religion,13,60-64 years,2,Male,668
95BB,Ards,7,No religion,14,65-69 years,1,Female,392
95BB,Ards,7,No religion,14,65-69 years,2,Male,519
95BB,Ards,7,No religion,15,70-74 years,1,Female,311
95BB,Ards,7,No religion,15,70-74 years,2,Male,396
95BB,Ards,7,No religion,16,75-79 years,1,Female,160
95BB,Ards,7,No religion,16,75-79 years,2,Male,251
95BB,Ards,7,No religion,17,80-84 years,1,Female,75
95BB,Ards,7,No religion,17,80-84 years,2,Male,127
95BB,Ards,7,No religion,18,85-89 years,1,Female,41
95BB,Ards,7,No religion,18,85-89 years,2,Male,49
95BB,Ards,7,No religion,19,90+ years,1,Female,20
95BB,Ards,7,No religion,19,90+ years,2,Male,14
95BB,Ards,8,Religion not stated,1,0-4 years,1,Female,33
95BB,Ards,8,Religion not stated,1,0-4 years,2,Male,25
95BB,Ards,8,Religion not stated,2,5-9 years,1,Female,30
95BB,Ards,8,Religion not stated,2,5-9 years,2,Male,34
95BB,Ards,8,Religion not stated,3,10-14 years,1,Female,19
95BB,Ards,8,Religion not stated,3,10-14 years,2,Male,17
95BB,Ards,8,Religion not stated,4,15-19 years,1,Female,17
95BB,Ards,8,Religion not stated,4,15-19 years,2,Male,28
95BB,Ards,8,Religion not stated,5,20-24 years,1,Female,17
95BB,Ards,8,Religion not stated,5,20-24 years,2,Male,30
95BB,Ards,8,Religion not stated,6,25-29 years,1,Female,14
95BB,Ards,8,Religion not stated,6,25-29 years,2,Male,18
95BB,Ards,8,Religion not stated,7,30-34 years,1,Female,24
95BB,Ards,8,Religion not stated,7,30-34 years,2,Male,24
95BB,Ards,8,Religion not stated,8,35-39 years,1,Female,16
95BB,Ards,8,Religion not stated,8,35-39 years,2,Male,27
95BB,Ards,8,Religion not stated,9,40-44 years,1,Female,17
95BB,Ards,8,Religion not stated,9,40-44 years,2,Male,33
95BB,Ards,8,Religion not stated,10,45-49 years,1,Female,30
95BB,Ards,8,Religion not stated,10,45-49 years,2,Male,33
95BB,Ards,8,Religion not stated,11,50-54 years,1,Female,21
95BB,Ards,8,Religion not stated,11,50-54 years,2,Male,38
95BB,Ards,8,Religion not stated,12,55-59 years,1,Female,26
95BB,Ards,8,Religion not stated,12,55-59 years,2,Male,34
95BB,Ards,8,Religion not stated,13,60-64 years,1,Female,45
95BB,Ards,8,Religion not stated,13,60-64 years,2,Male,33
95BB,Ards,8,Religion not stated,14,65-69 years,1,Female,62
95BB,Ards,8,Religion not stated,14,65-69 years,2,Male,47
95BB,Ards,8,Religion not stated,15,70-74 years,1,Female,58
95BB,Ards,8,Religion not stated,15,70-74 years,2,Male,65
95BB,Ards,8,Religion not stated,16,75-79 years,1,Female,54
95BB,Ards,8,Religion not stated,16,75-79 years,2,Male,46
95BB,Ards,8,Religion not stated,17,80-84 years,1,Female,41
95BB,Ards,8,Religion not stated,17,80-84 years,2,Male,30
95BB,Ards,8,Religion not stated,18,85-89 years,1,Female,30
95BB,Ards,8,Religion not stated,18,85-89 years,2,Male,12
95BB,Ards,8,Religion not stated,19,90+ years,1,Female,22
95BB,Ards,8,Religion not stated,19,90+ years,2,Male,15
95CC,Armagh,1,Catholic,1,0-4 years,1,Female,1109
95CC,Armagh,1,Catholic,1,0-4 years,2,Male,1106
95CC,Armagh,1,Catholic,2,5-9 years,1,Female,1173
95CC,Armagh,1,Catholic,2,5-9 years,2,Male,1190
95CC,Armagh,1,Catholic,3,10-14 years,1,Female,1144
95CC,Armagh,1,Catholic,3,10-14 years,2,Male,1231
95CC,Armagh,1,Catholic,4,15-19 years,1,Female,905
95CC,Armagh,1,Catholic,4,15-19 years,2,Male,959
95CC,Armagh,1,Catholic,5,20-24 years,1,Female,787
95CC,Armagh,1,Catholic,5,20-24 years,2,Male,826
95CC,Armagh,1,Catholic,6,25-29 years,1,Female,839
95CC,Armagh,1,Catholic,6,25-29 years,2,Male,840
95CC,Armagh,1,Catholic,7,30-34 years,1,Female,1013
95CC,Armagh,1,Catholic,7,30-34 years,2,Male,914
95CC,Armagh,1,Catholic,8,35-39 years,1,Female,1147
95CC,Armagh,1,Catholic,8,35-39 years,2,Male,988
95CC,Armagh,1,Catholic,9,40-44 years,1,Female,1040
95CC,Armagh,1,Catholic,9,40-44 years,2,Male,932
95CC,Armagh,1,Catholic,10,45-49 years,1,Female,1011
95CC,Armagh,1,Catholic,10,45-49 years,2,Male,954
95CC,Armagh,1,Catholic,11,50-54 years,1,Female,1027
95CC,Armagh,1,Catholic,11,50-54 years,2,Male,922
95CC,Armagh,1,Catholic,12,55-59 years,1,Female,959
95CC,Armagh,1,Catholic,12,55-59 years,2,Male,952
95CC,Armagh,1,Catholic,13,60-64 years,1,Female,817
95CC,Armagh,1,Catholic,13,60-64 years,2,Male,861
95CC,Armagh,1,Catholic,14,65-69 years,1,Female,702
95CC,Armagh,1,Catholic,14,65-69 years,2,Male,645
95CC,Armagh,1,Catholic,15,70-74 years,1,Female,632
95CC,Armagh,1,Catholic,15,70-74 years,2,Male,592
95CC,Armagh,1,Catholic,16,75-79 years,1,Female,469
95CC,Armagh,1,Catholic,16,75-79 years,2,Male,405
95CC,Armagh,1,Catholic,17,80-84 years,1,Female,335
95CC,Armagh,1,Catholic,17,80-84 years,2,Male,237
95CC,Armagh,1,Catholic,18,85-89 years,1,Female,183
95CC,Armagh,1,Catholic,18,85-89 years,2,Male,108
95CC,Armagh,1,Catholic,19,90+ years,1,Female,114
95CC,Armagh,1,Catholic,19,90+ years,2,Male,48
95CC,Armagh,2,Presbyterian Church in Ireland,1,0-4 years,1,Female,229
95CC,Armagh,2,Presbyterian Church in Ireland,1,0-4 years,2,Male,279
95CC,Armagh,2,Presbyterian Church in Ireland,2,5-9 years,1,Female,287
95CC,Armagh,2,Presbyterian Church in Ireland,2,5-9 years,2,Male,278
95CC,Armagh,2,Presbyterian Church in Ireland,3,10-14 years,1,Female,341
95CC,Armagh,2,Presbyterian Church in Ireland,3,10-14 years,2,Male,327
95CC,Armagh,2,Presbyterian Church in Ireland,4,15-19 years,1,Female,279
95CC,Armagh,2,Presbyterian Church in Ireland,4,15-19 years,2,Male,308
95CC,Armagh,2,Presbyterian Church in Ireland,5,20-24 years,1,Female,224
95CC,Armagh,2,Presbyterian Church in Ireland,5,20-24 years,2,Male,262
95CC,Armagh,2,Presbyterian Church in Ireland,6,25-29 years,1,Female,249
95CC,Armagh,2,Presbyterian Church in Ireland,6,25-29 years,2,Male,285
95CC,Armagh,2,Presbyterian Church in Ireland,7,30-34 years,1,Female,274
95CC,Armagh,2,Presbyterian Church in Ireland,7,30-34 years,2,Male,270
95CC,Armagh,2,Presbyterian Church in Ireland,8,35-39 years,1,Female,249
95CC,Armagh,2,Presbyterian Church in Ireland,8,35-39 years,2,Male,261
95CC,Armagh,2,Presbyterian Church in Ireland,9,40-44 years,1,Female,295
95CC,Armagh,2,Presbyterian Church in Ireland,9,40-44 years,2,Male,282
95CC,Armagh,2,Presbyterian Church in Ireland,10,45-49 years,1,Female,317
95CC,Armagh,2,Presbyterian Church in Ireland,10,45-49 years,2,Male,339
95CC,Armagh,2,Presbyterian Church in Ireland,11,50-54 years,1,Female,338
95CC,Armagh,2,Presbyterian Church in Ireland,11,50-54 years,2,Male,350
95CC,Armagh,2,Presbyterian Church in Ireland,12,55-59 years,1,Female,314
95CC,Armagh,2,Presbyterian Church in Ireland,12,55-59 years,2,Male,330
95CC,Armagh,2,Presbyterian Church in Ireland,13,60-64 years,1,Female,285
95CC,Armagh,2,Presbyterian Church in Ireland,13,60-64 years,2,Male,320
95CC,Armagh,2,Presbyterian Church in Ireland,14,65-69 years,1,Female,280
95CC,Armagh,2,Presbyterian Church in Ireland,14,65-69 years,2,Male,289
95CC,Armagh,2,Presbyterian Church in Ireland,15,70-74 years,1,Female,255
95CC,Armagh,2,Presbyterian Church in Ireland,15,70-74 years,2,Male,254
95CC,Armagh,2,Presbyterian Church in Ireland,16,75-79 years,1,Female,232
95CC,Armagh,2,Presbyterian Church in Ireland,16,75-79 years,2,Male,209
95CC,Armagh,2,Presbyterian Church in Ireland,17,80-84 years,1,Female,149
95CC,Armagh,2,Presbyterian Church in Ireland,17,80-84 years,2,Male,152
95CC,Armagh,2,Presbyterian Church in Ireland,18,85-89 years,1,Female,103
95CC,Armagh,2,Presbyterian Church in Ireland,18,85-89 years,2,Male,77
95CC,Armagh,2,Presbyterian Church in Ireland,19,90+ years,1,Female,59
95CC,Armagh,2,Presbyterian Church in Ireland,19,90+ years,2,Male,25
95CC,Armagh,3,Church of Ireland,1,0-4 years,1,Female,273
95CC,Armagh,3,Church of Ireland,1,0-4 years,2,Male,245
95CC,Armagh,3,Church of Ireland,2,5-9 years,1,Female,351
95CC,Armagh,3,Church of Ireland,2,5-9 years,2,Male,338
95CC,Armagh,3,Church of Ireland,3,10-14 years,1,Female,341
95CC,Armagh,3,Church of Ireland,3,10-14 years,2,Male,356
95CC,Armagh,3,Church of Ireland,4,15-19 years,1,Female,293
95CC,Armagh,3,Church of Ireland,4,15-19 years,2,Male,289
95CC,Armagh,3,Church of Ireland,5,20-24 years,1,Female,221
95CC,Armagh,3,Church of Ireland,5,20-24 years,2,Male,240
95CC,Armagh,3,Church of Ireland,6,25-29 years,1,Female,253
95CC,Armagh,3,Church of Ireland,6,25-29 years,2,Male,259
95CC,Armagh,3,Church of Ireland,7,30-34 years,1,Female,250
95CC,Armagh,3,Church of Ireland,7,30-34 years,2,Male,248
95CC,Armagh,3,Church of Ireland,8,35-39 years,1,Female,297
95CC,Armagh,3,Church of Ireland,8,35-39 years,2,Male,272
95CC,Armagh,3,Church of Ireland,9,40-44 years,1,Female,302
95CC,Armagh,3,Church of Ireland,9,40-44 years,2,Male,281
95CC,Armagh,3,Church of Ireland,10,45-49 years,1,Female,344
95CC,Armagh,3,Church of Ireland,10,45-49 years,2,Male,300
95CC,Armagh,3,Church of Ireland,11,50-54 years,1,Female,389
95CC,Armagh,3,Church of Ireland,11,50-54 years,2,Male,386
95CC,Armagh,3,Church of Ireland,12,55-59 years,1,Female,401
95CC,Armagh,3,Church of Ireland,12,55-59 years,2,Male,392
95CC,Armagh,3,Church of Ireland,13,60-64 years,1,Female,331
95CC,Armagh,3,Church of Ireland,13,60-64 years,2,Male,303
95CC,Armagh,3,Church of Ireland,14,65-69 years,1,Female,285
95CC,Armagh,3,Church of Ireland,14,65-69 years,2,Male,304
95CC,Armagh,3,Church of Ireland,15,70-74 years,1,Female,332
95CC,Armagh,3,Church of Ireland,15,70-74 years,2,Male,281
95CC,Armagh,3,Church of Ireland,16,75-79 years,1,Female,300
95CC,Armagh,3,Church of Ireland,16,75-79 years,2,Male,250
95CC,Armagh,3,Church of Ireland,17,80-84 years,1,Female,200
95CC,Armagh,3,Church of Ireland,17,80-84 years,2,Male,139
95CC,Armagh,3,Church of Ireland,18,85-89 years,1,Female,129
95CC,Armagh,3,Church of Ireland,18,85-89 years,2,Male,75
95CC,Armagh,3,Church of Ireland,19,90+ years,1,Female,89
95CC,Armagh,3,Church of Ireland,19,90+ years,2,Male,40
95CC,Armagh,4,Methodist Church in Ireland,1,0-4 years,1,Female,30
