census_year,geo_code,geography,sex,religion,age_band,yob,population
2011,95BB,Ards,male,Presbyterian,35-39,1972-1976,825.0
2011,95BB,Ards,female,Presbyterian,35-39,1972-1976,901.0
2011,95BB,Ards,male,Church of Ireland,35-39,1972-1976,310.0
2011,95BB,Ards,female,Church of Ireland,35-39,1972-1976,404.0
2011,95BB,Ards,male,Methodist,35-39,1972-1976,81.0
2011,95BB,Ards,female,Methodist,35-39,1972-1976,117.0
2011,95BB,Ards,male,Other Christian,35-39,1972-1976,198.0
2011,95BB,Ards,female,Other Christian,35-39,1972-1976,233.0
2011,95BB,Ards,male,Other religions,35-39,1972-1976,33.0
2011,95BB,Ards,female,Other religions,35-39,1972-1976,35.0
2011,95BB,Ards,male,No religion,35-39,1972-1976,598.0
2011,95BB,Ards,female,No religion,35-39,1972-1976,482.0
2011,95BB,Ards,male,Not stated,35-39,1972-1976,149.0
2011,95BB,Ards,female,Not stated,35-39,1972-1976,129.0
2011,95BB,Ards,male,Catholic,40-44,1967-1971,333.0
2011,95BB,Ards,female,Catholic,40-44,1967-1971,330.0
2011,95BB,Ards,male,Presbyterian,40-44,1967-1971,1040.0
2011,95BB,Ards,female,Presbyterian,40-44,1967-1971,1133.0
2011,95BB,Ards,male,Church of Ireland,40-44,1967-1971,394.0
2011,95BB,Ards,female,Church of Ireland,40-44,1967-1971,532.0
2011,95BB,Ards,male,Methodist,40-44,1967-1971,99.0
2011,95BB,Ards,female,Methodist,40-44,1967-1971,137.0
2011,95BB,Ards,male,Other Christian,40-44,1967-1971,211.0
2011,95BB,Ards,female,Other Christian,40-44,1967-1971,266.0
2011,95BB,Ards,male,Other religions,40-44,1967-1971,25.0
2011,95BB,Ards,female,Other religions,40-44,1967-1971,33.0
2011,95BB,Ards,male,No religion,40-44,1967-1971,528.0
2011,95BB,Ards,female,No religion,40-44,1967-1971,478.0
2011,95BB,Ards,male,Not stated,40-44,1967-1971,146.0
2011,95BB,Ards,female,Not stated,40-44,1967-1971,166.0
2011,95BB,Ards,male,Catholic,45-49,1962-1966,308.0
2011,95BB,Ards,female,Catholic,45-49,1962-1966,347.0
2011,95BB,Ards,male,Presbyterian,45-49,1962-1966,972.0
2011,95BB,Ards,female,Presbyterian,45-49,1962-1966,1150.0
2011,95BB,Ards,male,Church of Ireland,45-49,1962-1966,448.0
2011,95BB,Ards,female,Church of Ireland,45-49,1962-1966,513.0
2011,95BB,Ards,male,Methodist,45-49,1962-1966,149.0
2011,95BB,Ards,female,Methodist,45-49,1962-1966,148.0
2011,95BB,Ards,male,Other Christian,45-49,1962-1966,229.0
2011,95BB,Ards,female,Other Christian,45-49,1962-1966,262.0
2011,95BB,Ards,male,Other religions,45-49,1962-1966,22.0
2011,95BB,Ards,female,Other religions,45-49,1962-1966,30.0
2011,95BB,Ards,male,No religion,45-49,1962-1966,538.0
2011,95BB,Ards,female,No religion,45-49,1962-1966,452.0
2011,95BB,Ards,male,Not stated,45-49,1962-1966,158.0
2011,95BB,Ards,female,Not stated,45-49,1962-1966,139.0
2011,95BB,Ards,male,Catholic,50-54,1957-1961,269.0
2011,95BB,Ards,female,Catholic,50-54,1957-1961,279.0
2011,95BB,Ards,male,Presbyterian,50-54,1957-1961,1003.0
2011,95BB,Ards,female,Presbyterian,50-54,1957-1961,1069.0
2011,95BB,Ards,male,Church of Ireland,50-54,1957-1961,440.0
2011,95BB,Ards,female,Church of Ireland,50-54,1957-1961,515.0
2011,95BB,Ards,male,Methodist,50-54,1957-1961,106.0
2011,95BB,Ards,female,Methodist,50-54,1957-1961,157.0
2011,95BB,Ards,male,Other Christian,50-54,1957-1961,214.0
2011,95BB,Ards,female,Other Christian,50-54,1957-1961,255.0
2011,95BB,Ards,male,Other religions,50-54,1957-1961,34.0
2011,95BB,Ards,female,Other religions,50-54,1957-1961,24.0
2011,95BB,Ards,male,No religion,50-54,1957-1961,501.0
2011,95BB,Ards,female,No religion,50-54,1957-1961,389.0
2011,95BB,Ards,male,Not stated,50-54,1957-1961,158.0
2011,95BB,Ards,female,Not stated,50-54,1957-1961,119.0
2011,95BB,Ards,male,Catholic,55-59,1952-1956,210.0
2011,95BB,Ards,female,Catholic,55-59,1952-1956,258.0
2011,95BB,Ards,male,Presbyterian,55-59,1952-1956,931.0
2011,95BB,Ards,female,Presbyterian,55-59,1952-1956,962.0
2011,95BB,Ards,male,Church of Ireland,55-59,1952-1956,426.0
2011,95BB,Ards,female,Church of Ireland,55-59,1952-1956,453.0
2011,95BB,Ards,male,Methodist,55-59,1952-1956,128.0
2011,95BB,Ards,female,Methodist,55-59,1952-1956,154.0
2011,95BB,Ards,male,Other Christian,55-59,1952-1956,183.0
2011,95BB,Ards,female,Other Christian,55-59,1952-1956,209.0
2011,95BB,Ards,male,Other religions,55-59,1952-1956,20.0
2011,95BB,Ards,female,Other religions,55-59,1952-1956,27.0
2011,95BB,Ards,male,No religion,55-59,1952-1956,401.0
2011,95BB,Ards,female,No religion,55-59,1952-1956,288.0
2011,95BB,Ards,male,Not stated,55-59,1952-1956,127.0
2011,95BB,Ards,female,Not stated,55-59,1952-1956,109.0
2011,95BB,Ards,male,Catholic,60-64,1947-1951,233.0
2011,95BB,Ards,female,Catholic,60-64,1947-1951,269.0
2011,95BB,Ards,male,Presbyterian,60-64,1947-1951,995.0
2011,95BB,Ards,female,Presbyterian,60-64,1947-1951,1078.0
2011,95BB,Ards,male,Church of Ireland,60-64,1947-1951,463.0
2011,95BB,Ards,female,Church of Ireland,60-64,1947-1951,542.0
2011,95BB,Ards,male,Methodist,60-64,1947-1951,131.0
2011,95BB,Ards,female,Methodist,60-64,1947-1951,140.0
2011,95BB,Ards,male,Other Christian,60-64,1947-1951,210.0
2011,95BB,Ards,female,Other Christian,60-64,1947-1951,224.0
2011,95BB,Ards,male,Other religions,60-64,1947-1951,17.0
2011,95BB,Ards,female,Other religions,60-64,1947-1951,30.0
2011,95BB,Ards,male,No religion,60-64,1947-1951,353.0
2011,95BB,Ards,female,No religion,60-64,1947-1951,266.0
2011,95BB,Ards,male,Not stated,60-64,1947-1951,122.0
2011,95BB,Ards,female,Not stated,60-64,1947-1951,135.0
2011,95BB,Ards,male,Catholic,65-69,1942-1946,215.0
2011,95BB,Ards,female,Catholic,65-69,1942-1946,197.0
2011,95BB,Ards,male,Presbyterian,65-69,1942-1946,922.0
2011,95BB,Ards,female,Presbyterian,65-69,1942-1946,983.0
2011,95BB,Ards,male,Church of Ireland,65-69,1942-1946,431.0
2011,95BB,Ards,female,Church of Ireland,65-69,1942-1946,468.0
2011,95BB,Ards,male,Methodist,65-69,1942-1946,128.0
2011,95BB,Ards,female,Methodist,65-69,1942-1946,135.0
2011,95BB,Ards,male,Other Christian,65-69,1942-1946,199.0
2011,95BB,Ards,female,Other Christian,65-69,1942-1946,201.0
2011,95BB,Ards,male,Other religions,65-69,1942-1946,18.0
2011,95BB,Ards,female,Other religions,65-69,1942-1946,26.0
2011,95BB,Ards,male,No religion,65-69,1942-1946,282.0
2011,95BB,Ards,female,No religion,65-69,1942-1946,155.0
2011,95BB,Ards,male,Not stated,65-69,1942-1946,113.0
2011,95BB,Ards,female,Not stated,65-69,1942-1946,117.0
2011,95BB,Ards,male,Catholic,70-74,1937-1941,132.0
2011,95BB,Ards,female,Catholic,70-74,1937-1941,151.0
2011,95BB,Ards,male,Presbyterian,70-74,1937-1941,647.0
2011,95BB,Ards,female,Presbyterian,70-74,1937-1941,737.0
2011,95BB,Ards,male,Church of Ireland,70-74,1937-1941,275.0
2011,95BB,Ards,female,Church of Ireland,70-74,1937-1941,317.0
2011,95BB,Ards,male,Methodist,70-74,1937-1941,79.0
2011,95BB,Ards,female,Methodist,70-74,1937-1941,87.0
2011,95BB,Ards,male,Other Christian,70-74,1937-1941,115.0
2011,95BB,Ards,female,Other Christian,70-74,1937-1941,128.0
2011,95BB,Ards,male,Other religions,70-74,1937-1941,15.0
2011,95BB,Ards,female,Other religions,70-74,1937-1941,12.0
2011,95BB,Ards,male,No religion,70-74,1937-1941,160.0
2011,95BB,Ards,female,No religion,70-74,1937-1941,107.0
2011,95BB,Ards,male,Not stated,70-74,1937-1941,82.0
2011,95BB,Ards,female,Not stated,70-74,1937-1941,109.0
2011,95BB,Ards,male,Catholic,75-79,1932-1936,76.0
2011,95BB,Ards,female,Catholic,75-79,1932-1936,111.0
2011,95BB,Ards,male,Presbyterian,75-79,1932-1936,456.0
2011,95BB,Ards,female,Presbyterian,75-79,1932-1936,588.0
2011,95BB,Ards,male,Church of Ireland,75-79,1932-1936,184.0
2011,95BB,Ards,female,Church of Ireland,75-79,1932-1936,268.0
2011,95BB,Ards,male,Methodist,75-79,1932-1936,74.0
2011,95BB,Ards,female,Methodist,75-79,1932-1936,102.0
2011,95BB,Ards,male,Other Christian,75-79,1932-1936,83.0
2011,95BB,Ards,female,Other Christian,75-79,1932-1936,108.0
2011,95BB,Ards,male,Other religions,75-79,1932-1936,7.0
2011,95BB,Ards,female,Other religions,75-79,1932-1936,10.0
2011,95BB,Ards,male,No religion,75-79,1932-1936,82.0
2011,95BB,Ards,female,No religion,75-79,1932-1936,47.0
2011,95BB,Ards,male,Not stated,75-79,1932-1936,60.0
2011,95BB,Ards,female,Not stated,75-79,1932-1936,85.0
2011,95BB,Ards,male,Catholic,80-84,pre-1932,51.0
2011,95BB,Ards,female,Catholic,80-84,pre-1932,105.0
2011,95BB,Ards,male,Presbyterian,80-84,pre-1932,298.0
2011,95BB,Ards,female,Presbyterian,80-84,pre-1932,485.0
2011,95BB,Ards,male,Church of Ireland,80-84,pre-1932,115.0
2011,95BB,Ards,female,Church of Ireland,80-84,pre-1932,186.0
2011,95BB,Ards,male,Methodist,80-84,pre-1932,35.0
2011,95BB,Ards,female,Methodist,80-84,pre-1932,66.0
2011,95BB,Ards,male,Other Christian,80-84,pre-1932,61.0
2011,95BB,Ards,female,Other Christian,80-84,pre-1932,79.0
2011,95BB,Ards,male,Other religions,80-84,pre-1932,5.0
2011,95BB,Ards,female,Other religions,80-84,pre-1932,7.0
2011,95BB,Ards,male,No religion,80-84,pre-1932,35.0
2011,95BB,Ards,female,No religion,80-84,pre-1932,40.0
2011,95BB,Ards,male,Not stated,80-84,pre-1932,47.0
2011,95BB,Ards,female,Not stated,80-84,pre-1932,62.0
2011,95BB,Ards,male,Catholic,85-89,pre-1932,31.0
2011,95BB,Ards,female,Catholic,85-89,pre-1932,51.0
2011,95BB,Ards,male,Presbyterian,85-89,pre-1932,156.0
2011,95BB,Ards,female,Presbyterian,85-89,pre-1932,286.0
2011,95BB,Ards,male,Church of Ireland,85-89,pre-1932,67.0
2011,95BB,Ards,female,Church of Ireland,85-89,pre-1932,130.0
2011,95BB,Ards,male,Methodist,85-89,pre-1932,12.0
2011,95BB,Ards,female,Methodist,85-89,pre-1932,44.0
2011,95BB,Ards,male,Other Christian,85-89,pre-1932,27.0
2011,95BB,Ards,female,Other Christian,85-89,pre-1932,42.0
2011,95BB,Ards,male,Other religions,85-89,pre-1932,4.0
2011,95BB,Ards,female,Other religions,85-89,pre-1932,5.0
2011,95BB,Ards,male,No religion,85-89,pre-1932,15.0
2011,95BB,Ards,female,No religion,85-89,pre-1932,18.0
2011,95BB,Ards,male,Not stated,85-89,pre-1932,25.0
2011,95BB,Ards,female,Not stated,85-89,pre-1932,53.0
2011,95BB,Ards,male,Catholic,90+,pre-1932,11.0
2011,95BB,Ards,female,Catholic,90+,pre-1932,36.0
2011,95BB,Ards,male,Presbyterian,90+,pre-1932,60.0
2011,95BB,Ards,female,Presbyterian,90+,pre-1932,183.0
2011,95BB,Ards,male,Church of Ireland,90+,pre-1932,20.0
2011,95BB,Ards,female,Church of Ireland,90+,pre-1932,75.0
2011,95BB,Ards,male,Methodist,90+,pre-1932,11.0
2011,95BB,Ards,female,Methodist,90+,pre-1932,22.0
2011,95BB,Ards,male,Other Christian,90+,pre-1932,14.0
2011,95BB,Ards,female,Other Christian,90+,pre-1932,41.0
2011,95BB,Ards,male,Other religions,90+,pre-1932,1.0
2011,95BB,Ards,female,Other religions,90+,pre-1932,2.0
2011,95BB,Ards,male,No religion,90+,pre-1932,6.0
2011,95BB,Ards,female,No religion,90+,pre-1932,19.0
2011,95BB,Ards,male,Not stated,90+,pre-1932,10.0
2011,95BB,Ards,female,Not stated,90+,pre-1932,28.0
2011,95CC,Armagh,male,Catholic,0-4,2007-2011,1042.0
2011,95CC,Armagh,female,Catholic,0-4,2007-2011,1004.0
2011,95CC,Armagh,male,Presbyterian,0-4,2007-2011,270.0
2011,95CC,Armagh,female,Presbyterian,0-4,2007-2011,303.0
2011,95CC,Armagh,male,Church of Ireland,0-4,2007-2011,364.0
2011,95CC,Armagh,female,Church of Ireland,0-4,2007-2011,325.0
2011,95CC,Armagh,male,Methodist,0-4,2007-2011,28.0
2011,95CC,Armagh,female,Methodist,0-4,2007-2011,44.0
2011,95CC,Armagh,male,Other Christian,0-4,2007-2011,121.0
2011,95CC,Armagh,female,Other Christian,0-4,2007-2011,141.0
2011,95CC,Armagh,male,Other religions,0-4,2007-2011,6.0
2011,95CC,Armagh,female,Other religions,0-4,2007-2011,6.0
2011,95CC,Armagh,male,No religion,0-4,2007-2011,139.0
2011,95CC,Armagh,female,No religion,0-4,2007-2011,134.0
2011,95CC,Armagh,male,Not stated,0-4,2007-2011,199.0
2011,95CC,Armagh,female,Not stated,0-4,2007-2011,183.0
2011,95CC,Armagh,male,Catholic,5-9,2002-2006,893.0
2011,95CC,Armagh,female,Catholic,5-9,2002-2006,855.0
2011,95CC,Armagh,male,Presbyterian,5-9,2002-2006,328.0
2011,95CC,Armagh,female,Presbyterian,5-9,2002-2006,290.0
2011,95CC,Armagh,male,Church of Ireland,5-9,2002-2006,311.0
2011,95CC,Armagh,female,Church of Ireland,5-9,2002-2006,314.0
2011,95CC,Armagh,male,Methodist,5-9,2002-2006,48.0
2011,95CC,Armagh,female,Methodist,5-9,2002-2006,40.0
2011,95CC,Armagh,male,Other Christian,5-9,2002-2006,151.0
2011,95CC,Armagh,female,Other Christian,5-9,2002-2006,139.0
2011,95CC,Armagh,male,Other religions,5-9,2002-2006,4.0
2011,95CC,Armagh,female,Other religions,5-9,2002-2006,7.0
2011,95CC,Armagh,male,No religion,5-9,2002-2006,106.0
2011,95CC,Armagh,female,No religion,5-9,2002-2006,114.0
2011,95CC,Armagh,male,Not stated,5-9,2002-2006,137.0
2011,95CC,Armagh,female,Not stated,5-9,2002-2006,144.0
2011,95CC,Armagh,male,Catholic,10-14,1997-2001,1007.0
2011,95CC,Armagh,female,Catholic,10-14,1997-2001,927.0
2011,95CC,Armagh,male,Presbyterian,10-14,1997-2001,340.0
2011,95CC,Armagh,female,Presbyterian,10-14,1997-2001,326.0
2011,95CC,Armagh,male,Church of Ireland,10-14,1997-2001,324.0
2011,95CC,Armagh,female,Church of Ireland,10-14,1997-2001,332.0
2011,95CC,Armagh,male,Methodist,10-14,1997-2001,47.0
2011,95CC,Armagh,female,Methodist,10-14,1997-2001,50.0
2011,95CC,Armagh,male,Other Christian,10-14,1997-2001,163.0
2011,95CC,Armagh,female,Other Christian,10-14,1997-2001,158.0
2011,95CC,Armagh,male,Other religions,10-14,1997-2001,8.0
2011,95CC,Armagh,female,Other religions,10-14,1997-2001,5.0
2011,95CC,Armagh,male,No religion,10-14,1997-2001,108.0
2011,95CC,Armagh,female,No religion,10-14,1997-2001,86.0
2011,95CC,Armagh,male,Not stated,10-14,1997-2001,132.0
2011,95CC,Armagh,female,Not stated,10-14,1997-2001,115.0
2011,95CC,Armagh,male,Catholic,15-19,1992-1996,1058.0
2011,95CC,Armagh,female,Catholic,15-19,1992-1996,900.0
2011,95CC,Armagh,male,Presbyterian,15-19,1992-1996,362.0
2011,95CC,Armagh,female,Presbyterian,15-19,1992-1996,332.0
2011,95CC,Armagh,male,Church of Ireland,15-19,1992-1996,355.0
2011,95CC,Armagh,female,Church of Ireland,15-19,1992-1996,318.0
2011,95CC,Armagh,male,Methodist,15-19,1992-1996,52.0
2011,95CC,Armagh,female,Methodist,15-19,1992-1996,47.0
2011,95CC,Armagh,male,Other Christian,15-19,1992-1996,142.0
2011,95CC,Armagh,female,Other Christian,15-19,1992-1996,122.0
2011,95CC,Armagh,male,Other religions,15-19,1992-1996,4.0
2011,95CC,Armagh,female,Other religions,15-19,1992-1996,9.0
2011,95CC,Armagh,male,No religion,15-19,1992-1996,120.0
2011,95CC,Armagh,female,No religion,15-19,1992-1996,107.0
2011,95CC,Armagh,male,Not stated,15-19,1992-1996,116.0
2011,95CC,Armagh,female,Not stated,15-19,1992-1996,129.0
2011,95CC,Armagh,male,Catholic,20-24,1987-1991,978.0
2011,95CC,Armagh,female,Catholic,20-24,1987-1991,919.0
2011,95CC,Armagh,male,Presbyterian,20-24,1987-1991,322.0
2011,95CC,Armagh,female,Presbyterian,20-24,1987-1991,263.0
2011,95CC,Armagh,male,Church of Ireland,20-24,1987-1991,338.0
2011,95CC,Armagh,female,Church of Ireland,20-24,1987-1991,293.0
2011,95CC,Armagh,male,Methodist,20-24,1987-1991,39.0
2011,95CC,Armagh,female,Methodist,20-24,1987-1991,34.0
2011,95CC,Armagh,male,Other Christian,20-24,1987-1991,107.0
2011,95CC,Armagh,female,Other Christian,20-24,1987-1991,93.0
2011,95CC,Armagh,male,Other religions,20-24,1987-1991,6.0
2011,95CC,Armagh,female,Other religions,20-24,1987-1991,12.0
2011,95CC,Armagh,male,No religion,20-24,1987-1991,168.0
2011,95CC,Armagh,female,No religion,20-24,1987-1991,111.0
2011,95CC,Armagh,male,Not stated,20-24,1987-1991,154.0
2011,95CC,Armagh,female,Not stated,20-24,1987-1991,140.0
2011,95CC,Armagh,male,Catholic,25-29,1982-1986,976.0
2011,95CC,Armagh,female,Catholic,25-29,1982-1986,1071.0
2011,95CC,Armagh,male,Presbyterian,25-29,1982-1986,279.0
2011,95CC,Armagh,female,Presbyterian,25-29,1982-1986,255.0
2011,95CC,Armagh,male,Church of Ireland,25-29,1982-1986,285.0
2011,95CC,Armagh,female,Church of Ireland,25-29,1982-1986,266.0
2011,95CC,Armagh,male,Methodist,25-29,1982-1986,31.0
2011,95CC,Armagh,female,Methodist,25-29,1982-1986,36.0
2011,95CC,Armagh,male,Other Christian,25-29,1982-1986,115.0
2011,95CC,Armagh,female,Other Christian,25-29,1982-1986,128.0
2011,95CC,Armagh,male,Other religions,25-29,1982-1986,14.0
2011,95CC,Armagh,female,Other religions,25-29,1982-1986,11.0
2011,95CC,Armagh,male,No religion,25-29,1982-1986,132.0
2011,95CC,Armagh,female,No religion,25-29,1982-1986,124.0
2011,95CC,Armagh,male,Not stated,25-29,1982-1986,163.0
2011,95CC,Armagh,female,Not stated,25-29,1982-1986,173.0
2011,95CC,Armagh,male,Catholic,30-34,1977-1981,846.0
2011,95CC,Armagh,female,Catholic,30-34,1977-1981,931.0
2011,95CC,Armagh,male,Presbyterian,30-34,1977-1981,279.0
2011,95CC,Armagh,female,Presbyterian,30-34,1977-1981,261.0
2011,95CC,Armagh,male,Church of Ireland,30-34,1977-1981,271.0
2011,95CC,Armagh,female,Church of Ireland,30-34,1977-1981,304.0
2011,95CC,Armagh,male,Methodist,30-34,1977-1981,31.0
2011,95CC,Armagh,female,Methodist,30-34,1977-1981,34.0
2011,95CC,Armagh,male,Other Christian,30-34,1977-1981,131.0
2011,95CC,Armagh,female,Other Christian,30-34,1977-1981,141.0
2011,95CC,Armagh,male,Other religions,30-34,1977-1981,11.0
2011,95CC,Armagh,female,Other religions,30-34,1977-1981,16.0
2011,95CC,Armagh,male,No religion,30-34,1977-1981,144.0
2011,95CC,Armagh,female,No religion,30-34,1977-1981,126.0
2011,95CC,Armagh,male,Not stated,30-34,1977-1981,126.0
2011,95CC,Armagh,female,Not stated,30-34,1977-1981,111.0
2011,95CC,Armagh,male,Catholic,35-39,1972-1976,864.0
2011,95CC,Armagh,female,Catholic,35-39,1972-1976,962.0
2011,95CC,Armagh,male,Presbyterian,35-39,1972-1976,338.0
2011,95CC,Armagh,female,Presbyterian,35-39,1972-1976,331.0
2011,95CC,Armagh,male,Church of Ireland,35-39,1972-1976,299.0
2011,95CC,Armagh,female,Church of Ireland,35-39,1972-1976,340.0
2011,95CC,Armagh,male,Methodist,35-39,1972-1976,32.0
2011,95CC,Armagh,female,Methodist,35-39,1972-1976,46.0
2011,95CC,Armagh,male,Other Christian,35-39,1972-1976,143.0
2011,95CC,Armagh,female,Other Christian,35-39,1972-1976,130.0
2011,95CC,Armagh,male,Other religions,35-39,1972-1976,10.0
2011,95CC,Armagh,female,Other religions,35-39,1972-1976,18.0
2011,95CC,Armagh,male,No religion,35-39,1972-1976,181.0
2011,95CC,Armagh,female,No religion,35-39,1972-1976,113.0
2011,95CC,Armagh,male,Not stated,35-39,1972-1976,138.0
2011,95CC,Armagh,female,Not stated,35-39,1972-1976,128.0
2011,95CC,Armagh,male,Catholic,40-44,1967-1971,899.0
2011,95CC,Armagh,female,Catholic,40-44,1967-1971,918.0
2011,95CC,Armagh,male,Presbyterian,40-44,1967-1971,362.0
2011,95CC,Armagh,female,Presbyterian,40-44,1967-1971,352.0
2011,95CC,Armagh,male,Church of Ireland,40-44,1967-1971,378.0
2011,95CC,Armagh,female,Church of Ireland,40-44,1967-1971,375.0
2011,95CC,Armagh,male,Methodist,40-44,1967-1971,58.0
2011,95CC,Armagh,female,Methodist,40-44,1967-1971,47.0
2011,95CC,Armagh,male,Other Christian,40-44,1967-1971,118.0
2011,95CC,Armagh,female,Other Christian,40-44,1967-1971,159.0
2011,95CC,Armagh,male,Other religions,40-44,1967-1971,11.0
2011,95CC,Armagh,female,Other religions,40-44,1967-1971,8.0
2011,95CC,Armagh,male,No religion,40-44,1967-1971,174.0
2011,95CC,Armagh,female,No religion,40-44,1967-1971,97.0
2011,95CC,Armagh,male,Not stated,40-44,1967-1971,130.0
2011,95CC,Armagh,female,Not stated,40-44,1967-1971,122.0
2011,95CC,Armagh,male,Catholic,45-49,1962-1966,912.0
2011,95CC,Armagh,female,Catholic,45-49,1962-1966,939.0
2011,95CC,Armagh,male,Presbyterian,45-49,1962-1966,368.0
2011,95CC,Armagh,female,Presbyterian,45-49,1962-1966,335.0
2011,95CC,Armagh,male,Church of Ireland,45-49,1962-1966,372.0
2011,95CC,Armagh,female,Church of Ireland,45-49,1962-1966,390.0
2011,95CC,Armagh,male,Methodist,45-49,1962-1966,50.0
2011,95CC,Armagh,female,Methodist,45-49,1962-1966,63.0
2011,95CC,Armagh,male,Other Christian,45-49,1962-1966,129.0
2011,95CC,Armagh,female,Other Christian,45-49,1962-1966,148.0
2011,95CC,Armagh,male,Other religions,45-49,1962-1966,11.0
2011,95CC,Armagh,female,Other religions,45-49,1962-1966,16.0
2011,95CC,Armagh,male,No religion,45-49,1962-1966,128.0
2011,95CC,Armagh,female,No religion,45-49,1962-1966,92.0
2011,95CC,Armagh,male,Not stated,45-49,1962-1966,127.0
2011,95CC,Armagh,female,Not stated,45-49,1962-1966,109.0
2011,95CC,Armagh,male,Catholic,50-54,1957-1961,867.0
2011,95CC,Armagh,female,Catholic,50-54,1957-1961,845.0
2011,95CC,Armagh,male,Presbyterian,50-54,1957-1961,334.0
2011,95CC,Armagh,female,Presbyterian,50-54,1957-1961,315.0
2011,95CC,Armagh,male,Church of Ireland,50-54,1957-1961,324.0
2011,95CC,Armagh,female,Church of Ireland,50-54,1957-1961,341.0
2011,95CC,Armagh,male,Methodist,50-54,1957-1961,50.0
2011,95CC,Armagh,female,Methodist,50-54,1957-1961,56.0
2011,95CC,Armagh,male,Other Christian,50-54,1957-1961,132.0
2011,95CC,Armagh,female,Other Christian,50-54,1957-1961,119.0
2011,95CC,Armagh,male,Other religions,50-54,1957-1961,12.0
2011,95CC,Armagh,female,Other religions,50-54,1957-1961,8.0
2011,95CC,Armagh,male,No religion,50-54,1957-1961,124.0
2011,95CC,Armagh,female,No religion,50-54,1957-1961,71.0
2011,95CC,Armagh,male,Not stated,50-54,1957-1961,112.0
2011,95CC,Armagh,female,Not stated,50-54,1957-1961,98.0
2011,95CC,Armagh,male,Catholic,55-59,1952-1956,672.0
2011,95CC,Armagh,female,Catholic,55-59,1952-1956,712.0
2011,95CC,Armagh,male,Presbyterian,55-59,1952-1956,284.0
2011,95CC,Armagh,female,Presbyterian,55-59,1952-1956,269.0
2011,95CC,Armagh,male,Church of Ireland,55-59,1952-1956,304.0
2011,95CC,Armagh,female,Church of Ireland,55-59,1952-1956,283.0
2011,95CC,Armagh,male,Methodist,55-59,1952-1956,42.0
2011,95CC,Armagh,female,Methodist,55-59,1952-1956,38.0
2011,95CC,Armagh,male,Other Christian,55-59,1952-1956,93.0
2011,95CC,Armagh,female,Other Christian,55-59,1952-1956,124.0
2011,95CC,Armagh,male,Other religions,55-59,1952-1956,9.0
2011,95CC,Armagh,female,Other religions,55-59,1952-1956,8.0
